state_code,state_name,district_code,district_name,subdistrict_code,subdistrict_name,source_file
03,PUNJAB,051,Rupnagar,00265,Chamkaur Sahib,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00266,Kharar,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00267,SAS Nagar (Mohali),Rdir_2011_03_PUNJAB.xls
03,PUNJAB,052,Sahibzada Ajit Singh Nagar,00268,Dera Bassi,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,053,Sangrur,00269,Malerkotla,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,053,Sangrur,00270,Dhuri,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,053,Sangrur,00271,Sangrur,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,053,Sangrur,00272,Sunam,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,053,Sangrur,00273,Lehra,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,053,Sangrur,00274,Moonak,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,054,Barnala,00275,Barnala,Rdir_2011_03_PUNJAB.xls
03,PUNJAB,054,Barnala,00276,Tapa,Rdir_2011_03_PUNJAB.xls
06,HARYANA,069,Panchkula,00356,Kalka,Rdir_2011_06_HARYANA.xls
06,HARYANA,069,Panchkula,00357,Panchkula,Rdir_2011_06_HARYANA.xls
06,HARYANA,070,Ambala,00358,Naraingarh,Rdir_2011_06_HARYANA.xls
06,HARYANA,070,Ambala,00359,Ambala,Rdir_2011_06_HARYANA.xls
06,HARYANA,070,Ambala,00360,Barara,Rdir_2011_06_HARYANA.xls
06,HARYANA,071,Yamunanagar,00361,Jagadhri,Rdir_2011_06_HARYANA.xls
06,HARYANA,071,Yamunanagar,00362,Bilaspur,Rdir_2011_06_HARYANA.xls
06,HARYANA,071,Yamunanagar,00363,Chhachhrauli,Rdir_2011_06_HARYANA.xls
06,HARYANA,072,Kurukshetra,00364,Shahbad,Rdir_2011_06_HARYANA.xls
06,HARYANA,072,Kurukshetra,00365,Pehowa,Rdir_2011_06_HARYANA.xls
06,HARYANA,072,Kurukshetra,00366,Thanesar,Rdir_2011_06_HARYANA.xls
06,HARYANA,073,Kaithal,00367,Guhla,Rdir_2011_06_HARYANA.xls
06,HARYANA,073,Kaithal,00368,Kaithal,Rdir_2011_06_HARYANA.xls
06,HARYANA,073,Kaithal,00369,Fatehpur Pundri,Rdir_2011_06_HARYANA.xls
06,HARYANA,074,Karnal,00370,Nilokheri,Rdir_2011_06_HARYANA.xls
06,HARYANA,074,Karnal,00371,Indri,Rdir_2011_06_HARYANA.xls
06,HARYANA,074,Karnal,00372,Karnal,Rdir_2011_06_HARYANA.xls
06,HARYANA,074,Karnal,00373,Assandh,Rdir_2011_06_HARYANA.xls
06,HARYANA,074,Karnal,00374,Gharaunda,Rdir_2011_06_HARYANA.xls
06,HARYANA,075,Panipat,00375,Panipat,Rdir_2011_06_HARYANA.xls
06,HARYANA,075,Panipat,00376,Israna,Rdir_2011_06_HARYANA.xls
06,HARYANA,075,Panipat,00377,Samalkha,Rdir_2011_06_HARYANA.xls
06,HARYANA,076,Sonipat,00378,Gohana,Rdir_2011_06_HARYANA.xls
06,HARYANA,076,Sonipat,00379,Ganaur,Rdir_2011_06_HARYANA.xls
06,HARYANA,076,Sonipat,00380,Sonipat,Rdir_2011_06_HARYANA.xls
06,HARYANA,076,Sonipat,00381,Kharkhoda,Rdir_2011_06_HARYANA.xls
06,HARYANA,077,Jind,00382,Narwana,Rdir_2011_06_HARYANA.xls
06,HARYANA,077,Jind,00383,Jind,Rdir_2011_06_HARYANA.xls
06,HARYANA,077,Jind,00384,Julana,Rdir_2011_06_HARYANA.xls
06,HARYANA,077,Jind,00385,Safidon,Rdir_2011_06_HARYANA.xls
06,HARYANA,078,Fatehabad,00386,Ratia,Rdir_2011_06_HARYANA.xls
06,HARYANA,078,Fatehabad,00387,Tohana,Rdir_2011_06_HARYANA.xls
06,HARYANA,078,Fatehabad,00388,Fatehabad,Rdir_2011_06_HARYANA.xls
06,HARYANA,079,Sirsa,00389,Dabwali,Rdir_2011_06_HARYANA.xls
06,HARYANA,079,Sirsa,00390,Sirsa,Rdir_2011_06_HARYANA.xls
06,HARYANA,079,Sirsa,00391,Rania,Rdir_2011_06_HARYANA.xls
06,HARYANA,079,Sirsa,00392,Ellenabad,Rdir_2011_06_HARYANA.xls
06,HARYANA,080,Hisar,00393,Adampur,Rdir_2011_06_HARYANA.xls
06,HARYANA,080,Hisar,00394,Hisar,Rdir_2011_06_HARYANA.xls
06,HARYANA,080,Hisar,00395,Narnaund,Rdir_2011_06_HARYANA.xls
06,HARYANA,080,Hisar,00396,Hansi,Rdir_2011_06_HARYANA.xls
06,HARYANA,081,Bhiwani,00397,Bawani Khera,Rdir_2011_06_HARYANA.xls
06,HARYANA,081,Bhiwani,00398,Bhiwani,Rdir_2011_06_HARYANA.xls
06,HARYANA,081,Bhiwani,00399,Tosham,Rdir_2011_06_HARYANA.xls
06,HARYANA,081,Bhiwani,00400,Siwani,Rdir_2011_06_HARYANA.xls
06,HARYANA,081,Bhiwani,00401,Loharu,Rdir_2011_06_HARYANA.xls
06,HARYANA,081,Bhiwani,00402,Dadri,Rdir_2011_06_HARYANA.xls
06,HARYANA,081,Bhiwani,00403,Badhra,Rdir_2011_06_HARYANA.xls
06,HARYANA,082,Rohtak,00404,Maham,Rdir_2011_06_HARYANA.xls
06,HARYANA,082,Rohtak,00405,Rohtak,Rdir_2011_06_HARYANA.xls
06,HARYANA,082,Rohtak,00406,Sampla,Rdir_2011_06_HARYANA.xls
06,HARYANA,083,Jhajjar,00407,Beri,Rdir_2011_06_HARYANA.xls
06,HARYANA,083,Jhajjar,00408,Bahadurgarh,Rdir_2011_06_HARYANA.xls
06,HARYANA,083,Jhajjar,00409,Jhajjar,Rdir_2011_06_HARYANA.xls
06,HARYANA,083,Jhajjar,00410,Matenhail,Rdir_2011_06_HARYANA.xls
06,HARYANA,084,Mahendragarh,00411,Mahendragarh,Rdir_2011_06_HARYANA.xls
06,HARYANA,084,Mahendragarh,00412,Narnaul,Rdir_2011_06_HARYANA.xls
06,HARYANA,085,Rewari,00413,Kosli,Rdir_2011_06_HARYANA.xls
06,HARYANA,085,Rewari,00414,Rewari,Rdir_2011_06_HARYANA.xls
06,HARYANA,085,Rewari,00415,Bawal,Rdir_2011_06_HARYANA.xls
06,HARYANA,086,Gurgaon,00416,Pataudi,Rdir_2011_06_HARYANA.xls
06,HARYANA,086,Gurgaon,00417,Gurgaon,Rdir_2011_06_HARYANA.xls
06,HARYANA,086,Gurgaon,00418,Farrukhnagar,Rdir_2011_06_HARYANA.xls
06,HARYANA,086,Gurgaon,00419,Manesar,Rdir_2011_06_HARYANA.xls
06,HARYANA,086,Gurgaon,00420,Sohna,Rdir_2011_06_HARYANA.xls
06,HARYANA,087,Mewat,00421,Taoru,Rdir_2011_06_HARYANA.xls
06,HARYANA,087,Mewat,00422,Nuh,Rdir_2011_06_HARYANA.xls
06,HARYANA,087,Mewat,00423,Ferozepur Jhirka,Rdir_2011_06_HARYANA.xls
06,HARYANA,087,Mewat,00424,Punahana,Rdir_2011_06_HARYANA.xls
06,HARYANA,088,Faridabad,00425,Faridabad,Rdir_2011_06_HARYANA.xls
06,HARYANA,088,Faridabad,00426,Ballabgarh,Rdir_2011_06_HARYANA.xls
06,HARYANA,089,Palwal,00427,Palwal,Rdir_2011_06_HARYANA.xls
06,HARYANA,089,Palwal,00428,Hathin,Rdir_2011_06_HARYANA.xls
06,HARYANA,089,Palwal,00429,Hodal,Rdir_2011_06_HARYANA.xls
