MDDS STC,STATE NAME,MDDS DTC,DISTRICT NAME,MDDS Sub_DT,SUB-DISTRICT NAME,MDDS PLCN,Area Name,source_file,source_row_number,state_code,district_code,subdistrict_code,village_code,state_name,district_name,subdistrict_name,village_name_raw,village_name_display,village_name_normalized,row_type,has_og_marker,has_part_marker,has_rural_marker,has_ward_marker,has_double_space_raw,full_address,quality_flags,canonical_rank,duplicate_village_code_count,is_duplicate_village_code,is_canonical_village_code_row
8,RAJASTHAN,113,Jodhpur,570.0,Jodhpur,84931,Daijar,Rdir_2011_08_RAJASTHAN.xls,61665,08,113,00570,084931,RAJASTHAN,Jodhpur,Jodhpur,Daijar,Daijar,DAIJAR,VILLAGE,False,False,False,False,False,"Daijar, Jodhpur, Jodhpur, RAJASTHAN, India",,0.06,2,True,True
8,RAJASTHAN,113,Jodhpur,570.0,Jodhpur,84931,Mandor Ind.Area (OG) (Part),Rdir_2011_08_RAJASTHAN.xls,61758,08,113,00570,084931,RAJASTHAN,Jodhpur,Jodhpur,Mandor Ind.Area (OG) (Part),Mandor Ind.Area,MANDOR IND AREA,VILLAGE,True,True,False,False,False,"Mandor Ind.Area, Jodhpur, Jodhpur, RAJASTHAN, India",OG|PART,15.27,2,True,False
8,RAJASTHAN,117,Sirohi,592.0,Sheoganj,89907,Kesarpura,Rdir_2011_08_RAJASTHAN.xls,66668,08,117,00592,089907,RAJASTHAN,Sirohi,Sheoganj,Kesarpura,Kesarpura,KESARPURA,VILLAGE,False,False,False,False,False,"Kesarpura, Sheoganj, Sirohi, RAJASTHAN, India",,0.09,2,True,True
8,RAJASTHAN,117,Sirohi,592.0,Sheoganj,89907,Kesarpur (OG) (Part),Rdir_2011_08_RAJASTHAN.xls,66699,08,117,00592,089907,RAJASTHAN,Sirohi,Sheoganj,Kesarpur (OG) (Part),Kesarpur,KESARPUR,VILLAGE,True,True,False,False,False,"Kesarpur, Sheoganj, Sirohi, RAJASTHAN, India",OG|PART,15.2,2,True,False
8,RAJASTHAN,119,Ajmer,609.0,Beawar,91757,Govindpura (Rural),Rdir_2011_08_RAJASTHAN.xls,68538,08,119,00609,091757,RAJASTHAN,Ajmer,Beawar,Govindpura (Rural),Govindpura,GOVINDPURA,VILLAGE,False,False,True,False,False,"Govindpura, Beawar, Ajmer, RAJASTHAN, India",RURAL,4.18,2,True,True
8,RAJASTHAN,119,Ajmer,609.0,Beawar,91757,Govindpura (OG) (Part),Rdir_2011_08_RAJASTHAN.xls,68712,08,119,00609,091757,RAJASTHAN,Ajmer,Beawar,Govindpura (OG) (Part),Govindpura,GOVINDPURA,VILLAGE,True,True,False,False,False,"Govindpura, Beawar, Ajmer, RAJASTHAN, India",OG|PART,15.22,2,True,False
8,RAJASTHAN,119,Ajmer,609.0,Beawar,91758,Ganeshpura (Nayanagar) Rural,Rdir_2011_08_RAJASTHAN.xls,68539,08,119,00609,091758,RAJASTHAN,Ajmer,Beawar,Ganeshpura (Nayanagar) Rural,Ganeshpura (Nayanagar) Rural,GANESHPURA NAYANAGAR RURAL,VILLAGE,False,False,True,False,False,"Ganeshpura (Nayanagar) Rural, Beawar, Ajmer, RAJASTHAN, India",RURAL,4.28,2,True,True
8,RAJASTHAN,119,Ajmer,609.0,Beawar,91758,Ganeshpura (OG) (Part),Rdir_2011_08_RAJASTHAN.xls,68713,08,119,00609,091758,RAJASTHAN,Ajmer,Beawar,Ganeshpura (OG) (Part),Ganeshpura,GANESHPURA,VILLAGE,True,True,False,False,False,"Ganeshpura, Beawar, Ajmer, RAJASTHAN, India",OG|PART,15.22,2,True,False
8,RAJASTHAN,120,Tonk,615.0,Malpura,92624,Malpura (Rural),Rdir_2011_08_RAJASTHAN.xls,69415,08,120,00615,092624,RAJASTHAN,Tonk,Malpura,Malpura (Rural),Malpura,MALPURA,VILLAGE,False,False,True,False,False,"Malpura, Malpura, Tonk, RAJASTHAN, India",RURAL,4.15,2,True,True
8,RAJASTHAN,120,Tonk,615.0,Malpura,92624,Malpura (Rural) (OG) (Part),Rdir_2011_08_RAJASTHAN.xls,69447,08,120,00615,092624,RAJASTHAN,Tonk,Malpura,Malpura (Rural) (OG) (Part),Malpura,MALPURA,VILLAGE,True,True,True,False,False,"Malpura, Malpura, Tonk, RAJASTHAN, India",OG|PART|RURAL,19.27,2,True,False
8,RAJASTHAN,125,Banswara,652.0,Banswara,98994,Bhawanpura (Rural),Rdir_2011_08_RAJASTHAN.xls,75828,08,125,00652,098994,RAJASTHAN,Banswara,Banswara,Bhawanpura (Rural),Bhawanpura,BHAWANPURA,VILLAGE,False,False,True,False,False,"Bhawanpura, Banswara, Banswara, RAJASTHAN, India",RURAL,4.18,2,True,True
8,RAJASTHAN,125,Banswara,652.0,Banswara,98994,Bhawanpura & Thikariya (OG) (Part),Rdir_2011_08_RAJASTHAN.xls,76066,08,125,00652,098994,RAJASTHAN,Banswara,Banswara,Bhawanpura & Thikariya (OG) (Part),Bhawanpura & Thikariya,BHAWANPURA THIKARIYA,VILLAGE,True,True,False,False,False,"Bhawanpura & Thikariya, Banswara, Banswara, RAJASTHAN, India",OG|PART,15.34,2,True,False
9,UTTAR PRADESH,134,Bijnor,712.0,Najibabad,111863,Kiratpur,Rdir_2011_09_UTTAR_PRADESH.ods,88768,09,134,00712,111863,UTTAR PRADESH,Bijnor,Najibabad,Kiratpur,Kiratpur,KIRATPUR,VILLAGE,False,False,False,False,False,"Kiratpur, Najibabad, Bijnor, UTTAR PRADESH, India",,0.08,2,True,True
9,UTTAR PRADESH,134,Bijnor,712.0,Najibabad,111863,Canal Colony (OG) (Part),Rdir_2011_09_UTTAR_PRADESH.ods,88917,09,134,00712,111863,UTTAR PRADESH,Bijnor,Najibabad,Canal Colony (OG) (Part),Canal Colony,CANAL COLONY,VILLAGE,True,True,False,False,False,"Canal Colony, Najibabad, Bijnor, UTTAR PRADESH, India",OG|PART,15.24,2,True,False
9,UTTAR PRADESH,142,Bulandshahr ,751.0,Khurja ,121693,Murari Nagar (OG) (Ward No. 26),Rdir_2011_09_UTTAR_PRADESH.ods,98646,09,142,00751,121693,UTTAR PRADESH,Bulandshahr,Khurja,Murari Nagar (OG) (Ward No. 26),Murari Nagar,MURARI NAGAR,VILLAGE,True,False,False,True,False,"Murari Nagar, Khurja, Bulandshahr, UTTAR PRADESH, India",OG|WARD,16.31,2,True,True
9,UTTAR PRADESH,142,Bulandshahr ,751.0,Khurja ,121693,Murari Nagar (OG) (Ward No. 27),Rdir_2011_09_UTTAR_PRADESH.ods,98647,09,142,00751,121693,UTTAR PRADESH,Bulandshahr,Khurja,Murari Nagar (OG) (Ward No. 27),Murari Nagar,MURARI NAGAR,VILLAGE,True,False,False,True,False,"Murari Nagar, Khurja, Bulandshahr, UTTAR PRADESH, India",OG|WARD,16.31,2,True,False
10,BIHAR,212,Katihar,1151.0,Katihar,225501,Durgapur,Rdir_2011_10_BIHAR.xls,202927,10,212,01151,225501,BIHAR,Katihar,Katihar,Durgapur,Durgapur,DURGAPUR,VILLAGE,False,False,False,False,False,"Durgapur, Katihar, Katihar, BIHAR, India",,0.08,2,True,True
10,BIHAR,212,Katihar,1151.0,Katihar,225501,Katihar Rly. Colony  (OG) ( Part ),Rdir_2011_10_BIHAR.xls,202931,10,212,01151,225501,BIHAR,Katihar,Katihar,Katihar Rly. Colony (OG) ( Part ),Katihar Rly. Colony ( Part ),KATIHAR RLY COLONY PART,VILLAGE,True,True,False,False,True,"Katihar Rly. Colony ( Part ), Katihar, Katihar, BIHAR, India",OG|PART,15.33,2,True,False
19,WEST BENGAL,327,Darjiling ,2160.0,Mirik,306416,Panthabari Forest (P),Rdir_2011_19_WEST_BENGAL.xls,282356,19,327,02160,306416,WEST BENGAL,Darjiling,Mirik,Panthabari Forest (P),Panthabari Forest (P),PANTHABARI FOREST P,VILLAGE,False,False,False,False,False,"Panthabari Forest (P), Mirik, Darjiling, WEST BENGAL, India",,0.21,2,True,True
19,WEST BENGAL,327,Darjiling ,2163.0,Naxalbari,306416,Panthabari Forest (P),Rdir_2011_19_WEST_BENGAL.xls,282604,19,327,02163,306416,WEST BENGAL,Darjiling,Naxalbari,Panthabari Forest (P),Panthabari Forest (P),PANTHABARI FOREST P,VILLAGE,False,False,False,False,False,"Panthabari Forest (P), Naxalbari, Darjiling, WEST BENGAL, India",,0.21,2,True,False
19,WEST BENGAL,332,Maldah ,2220.0,Kaliachak - I,313558,Sultanganj (P),Rdir_2011_19_WEST_BENGAL.xls,289564,19,332,02220,313558,WEST BENGAL,Maldah,Kaliachak - I,Sultanganj (P),Sultanganj (P),SULTANGANJ P,VILLAGE,False,False,False,False,False,"Sultanganj (P), Kaliachak - I, Maldah, WEST BENGAL, India",,0.14,2,True,True
19,WEST BENGAL,332,Maldah ,2222.0,Kaliachak - III,313558,Sultanganj (P),Rdir_2011_19_WEST_BENGAL.xls,289698,19,332,02222,313558,WEST BENGAL,Maldah,Kaliachak - III,Sultanganj (P),Sultanganj (P),SULTANGANJ P,VILLAGE,False,False,False,False,False,"Sultanganj (P), Kaliachak - III, Maldah, WEST BENGAL, India",,0.14,2,True,False
19,WEST BENGAL,333,Murshidabad ,2231.0,Bhagawangola - I,314495,Daksin Purbba Nirmal Char (P),Rdir_2011_19_WEST_BENGAL.xls,290514,19,333,02231,314495,WEST BENGAL,Murshidabad,Bhagawangola - I,Daksin Purbba Nirmal Char (P),Daksin Purbba Nirmal Char (P),DAKSIN PURBBA NIRMAL CHAR P,VILLAGE,False,False,False,False,False,"Daksin Purbba Nirmal Char (P), Bhagawangola - I, Murshidabad, WEST BENGAL, India",,0.29,2,True,True
19,WEST BENGAL,333,Murshidabad ,2232.0,Bhagawangola - II,314495,Daksin Purbba Nirmal Char (P),Rdir_2011_19_WEST_BENGAL.xls,290523,19,333,02232,314495,WEST BENGAL,Murshidabad,Bhagawangola - II,Daksin Purbba Nirmal Char (P),Daksin Purbba Nirmal Char (P),DAKSIN PURBBA NIRMAL CHAR P,VILLAGE,False,False,False,False,False,"Daksin Purbba Nirmal Char (P), Bhagawangola - II, Murshidabad, WEST BENGAL, India",,0.29,2,True,False
19,WEST BENGAL,334,Birbhum,2253.0,Rampurhat - I,316410,Karkaria (Part),Rdir_2011_19_WEST_BENGAL.xls,292453,19,334,02253,316410,WEST BENGAL,Birbhum,Rampurhat - I,Karkaria (Part),Karkaria,KARKARIA,VILLAGE,False,True,False,False,False,"Karkaria, Rampurhat - I, Birbhum, WEST BENGAL, India",PART,5.15,2,True,True
19,WEST BENGAL,334,Birbhum,2254.0,Rampurhat - II,316410,Karkaria (Part),Rdir_2011_19_WEST_BENGAL.xls,292455,19,334,02254,316410,WEST BENGAL,Birbhum,Rampurhat - II,Karkaria (Part),Karkaria,KARKARIA,VILLAGE,False,True,False,False,False,"Karkaria, Rampurhat - II, Birbhum, WEST BENGAL, India",PART,5.15,2,True,False
19,WEST BENGAL,334,Birbhum,2262.0,Labpur,317625,Panpara (P),Rdir_2011_19_WEST_BENGAL.xls,293678,19,334,02262,317625,WEST BENGAL,Birbhum,Labpur,Panpara (P),Panpara (P),PANPARA P,VILLAGE,False,False,False,False,False,"Panpara (P), Labpur, Birbhum, WEST BENGAL, India",,0.11,2,True,True
19,WEST BENGAL,334,Birbhum,2263.0,Nanoor,317625,Panpara (P),Rdir_2011_19_WEST_BENGAL.xls,293681,19,334,02263,317625,WEST BENGAL,Birbhum,Nanoor,Panpara (P),Panpara (P),PANPARA P,VILLAGE,False,False,False,False,False,"Panpara (P), Nanoor, Birbhum, WEST BENGAL, India",,0.11,2,True,False
19,WEST BENGAL,334,Birbhum,2265.0,Illambazar,318066,Dharampur (P),Rdir_2011_19_WEST_BENGAL.xls,294123,19,334,02265,318066,WEST BENGAL,Birbhum,Illambazar,Dharampur (P),Dharampur (P),DHARAMPUR P,VILLAGE,False,False,False,False,False,"Dharampur (P), Illambazar, Birbhum, WEST BENGAL, India",,0.13,2,True,True
19,WEST BENGAL,334,Birbhum,2266.0,Dubrajpur,318066,Dharampur (P),Rdir_2011_19_WEST_BENGAL.xls,294126,19,334,02266,318066,WEST BENGAL,Birbhum,Dubrajpur,Dharampur (P),Dharampur (P),DHARAMPUR P,VILLAGE,False,False,False,False,False,"Dharampur (P), Dubrajpur, Birbhum, WEST BENGAL, India",,0.13,2,True,False
19,WEST BENGAL,335,Barddhaman ,2270.0,Jamuria,318642,Kendra Khottamdi (CT) (Part),Rdir_2011_19_WEST_BENGAL.xls,294706,19,335,02270,318642,WEST BENGAL,Barddhaman,Jamuria,Kendra Khottamdi (CT) (Part),Kendra Khottamdi (CT),KENDRA KHOTTAMDI CT,VILLAGE,False,True,False,False,False,"Kendra Khottamdi (CT), Jamuria, Barddhaman, WEST BENGAL, India",PART,5.28,2,True,True
19,WEST BENGAL,335,Barddhaman ,2273.0,Pandabeswar,318642,Kendra Khottamdi (CT) (Part),Rdir_2011_19_WEST_BENGAL.xls,294790,19,335,02273,318642,WEST BENGAL,Barddhaman,Pandabeswar,Kendra Khottamdi (CT) (Part),Kendra Khottamdi (CT),KENDRA KHOTTAMDI CT,VILLAGE,False,True,False,False,False,"Kendra Khottamdi (CT), Pandabeswar, Barddhaman, WEST BENGAL, India",PART,5.28,2,True,False
19,WEST BENGAL,335,Barddhaman ,2272.0,Ondal,318683,Chak Bankola (CT) (Part),Rdir_2011_19_WEST_BENGAL.xls,294749,19,335,02272,318683,WEST BENGAL,Barddhaman,Ondal,Chak Bankola (CT) (Part),Chak Bankola (CT),CHAK BANKOLA CT,VILLAGE,False,True,False,False,False,"Chak Bankola (CT), Ondal, Barddhaman, WEST BENGAL, India",PART,5.24,2,True,True
19,WEST BENGAL,335,Barddhaman ,2273.0,Pandabeswar,318683,Chak Bankola (CT) (Part),Rdir_2011_19_WEST_BENGAL.xls,294788,19,335,02273,318683,WEST BENGAL,Barddhaman,Pandabeswar,Chak Bankola (CT) (Part),Chak Bankola (CT),CHAK BANKOLA CT,VILLAGE,False,True,False,False,False,"Chak Bankola (CT), Pandabeswar, Barddhaman, WEST BENGAL, India",PART,5.24,2,True,False
19,WEST BENGAL,335,Barddhaman ,2272.0,Ondal,318687,Parashkol (CT) (Part),Rdir_2011_19_WEST_BENGAL.xls,294753,19,335,02272,318687,WEST BENGAL,Barddhaman,Ondal,Parashkol (CT) (Part),Parashkol (CT),PARASHKOL CT,VILLAGE,False,True,False,False,False,"Parashkol (CT), Ondal, Barddhaman, WEST BENGAL, India",PART,5.21,2,True,True
19,WEST BENGAL,335,Barddhaman ,2273.0,Pandabeswar,318687,Parashkol (CT) (Part),Rdir_2011_19_WEST_BENGAL.xls,294789,19,335,02273,318687,WEST BENGAL,Barddhaman,Pandabeswar,Parashkol (CT) (Part),Parashkol (CT),PARASHKOL CT,VILLAGE,False,True,False,False,False,"Parashkol (CT), Pandabeswar, Barddhaman, WEST BENGAL, India",PART,5.21,2,True,False
19,WEST BENGAL,336,Nadia ,2301.0,Tehatta - I,321258,Dakshin Char Chandpur (Part),Rdir_2011_19_WEST_BENGAL.xls,297357,19,336,02301,321258,WEST BENGAL,Nadia,Tehatta - I,Dakshin Char Chandpur (Part),Dakshin Char Chandpur,DAKSHIN CHAR CHANDPUR,VILLAGE,False,True,False,False,False,"Dakshin Char Chandpur, Tehatta - I, Nadia, WEST BENGAL, India",PART,5.28,2,True,True
19,WEST BENGAL,336,Nadia ,2302.0,Tehatta - II,321258,Dakshin Char Chandpur (Part),Rdir_2011_19_WEST_BENGAL.xls,297393,19,336,02302,321258,WEST BENGAL,Nadia,Tehatta - II,Dakshin Char Chandpur (Part),Dakshin Char Chandpur,DAKSHIN CHAR CHANDPUR,VILLAGE,False,True,False,False,False,"Dakshin Char Chandpur, Tehatta - II, Nadia, WEST BENGAL, India",PART,5.28,2,True,False
19,WEST BENGAL,337,North Twenty Four Parganas,2331.0,Haroa,323696,Behari (P),Rdir_2011_19_WEST_BENGAL.xls,299834,19,337,02331,323696,WEST BENGAL,North Twenty Four Parganas,Haroa,Behari (P),Behari (P),BEHARI P,VILLAGE,False,False,False,False,False,"Behari (P), Haroa, North Twenty Four Parganas, WEST BENGAL, India",,0.1,2,True,True
19,WEST BENGAL,337,North Twenty Four Parganas,2333.0,Minakhan,323696,Behari (P),Rdir_2011_19_WEST_BENGAL.xls,299914,19,337,02333,323696,WEST BENGAL,North Twenty Four Parganas,Minakhan,Behari (P),Behari (P),BEHARI P,VILLAGE,False,False,False,False,False,"Behari (P), Minakhan, North Twenty Four Parganas, WEST BENGAL, India",,0.1,2,True,False
19,WEST BENGAL,341,Haora ,99999.0,Area not under any Sub-district,332878,Chak Srikrishna (OG) (Ward No. 29),Rdir_2011_19_WEST_BENGAL.xls,309094,19,341,99999,332878,WEST BENGAL,Haora,Area not under any Sub-district,Chak Srikrishna (OG) (Ward No. 29),Chak Srikrishna,CHAK SRIKRISHNA,VILLAGE,True,False,False,True,False,"Chak Srikrishna, Area not under any Sub-district, Haora, WEST BENGAL, India",OG|WARD,16.34,2,True,True
19,WEST BENGAL,341,Haora ,99999.0,Area not under any Sub-district,332878,Chak Srikrishna (OG) (Ward No. 30),Rdir_2011_19_WEST_BENGAL.xls,309095,19,341,99999,332878,WEST BENGAL,Haora,Area not under any Sub-district,Chak Srikrishna (OG) (Ward No. 30),Chak Srikrishna,CHAK SRIKRISHNA,VILLAGE,True,False,False,True,False,"Chak Srikrishna, Area not under any Sub-district, Haora, WEST BENGAL, India",OG|WARD,16.34,2,True,False
19,WEST BENGAL,343,South Twenty Four Parganas,2424.0,Magrahat - I,334186,Sadashibpur (M) (P),Rdir_2011_19_WEST_BENGAL.xls,310425,19,343,02424,334186,WEST BENGAL,South Twenty Four Parganas,Magrahat - I,Sadashibpur (M) (P),Sadashibpur (M) (P),SADASHIBPUR M P,VILLAGE,False,False,False,False,False,"Sadashibpur (M) (P), Magrahat - I, South Twenty Four Parganas, WEST BENGAL, India",,0.19,2,True,True
19,WEST BENGAL,343,South Twenty Four Parganas,2429.0,Mandirbazar,334186,Sadashibpur (M) (P),Rdir_2011_19_WEST_BENGAL.xls,310919,19,343,02429,334186,WEST BENGAL,South Twenty Four Parganas,Mandirbazar,Sadashibpur (M) (P),Sadashibpur (M) (P),SADASHIBPUR M P,VILLAGE,False,False,False,False,False,"Sadashibpur (M) (P), Mandirbazar, South Twenty Four Parganas, WEST BENGAL, India",,0.19,2,True,False
19,WEST BENGAL,343,South Twenty Four Parganas,2426.0,Diamond Harbour - I,334396,Patra (P),Rdir_2011_19_WEST_BENGAL.xls,310637,19,343,02426,334396,WEST BENGAL,South Twenty Four Parganas,Diamond Harbour - I,Patra (P),Patra (P),PATRA P,VILLAGE,False,False,False,False,False,"Patra (P), Diamond Harbour - I, South Twenty Four Parganas, WEST BENGAL, India",,0.09,2,True,True
19,WEST BENGAL,343,South Twenty Four Parganas,2427.0,Diamond Harbour - II,334396,Patra (P),Rdir_2011_19_WEST_BENGAL.xls,310716,19,343,02427,334396,WEST BENGAL,South Twenty Four Parganas,Diamond Harbour - II,Patra (P),Patra (P),PATRA P,VILLAGE,False,False,False,False,False,"Patra (P), Diamond Harbour - II, South Twenty Four Parganas, WEST BENGAL, India",,0.09,2,True,False
19,WEST BENGAL,344,Paschim Medinipur,2449.0,Daspur - I,337945,Jot Gobardhan (P),Rdir_2011_19_WEST_BENGAL.xls,314212,19,344,02449,337945,WEST BENGAL,Paschim Medinipur,Daspur - I,Jot Gobardhan (P),Jot Gobardhan (P),JOT GOBARDHAN P,VILLAGE,False,False,False,False,False,"Jot Gobardhan (P), Daspur - I, Paschim Medinipur, WEST BENGAL, India",,0.17,2,True,True
19,WEST BENGAL,344,Paschim Medinipur,2450.0,Daspur - II,337945,Jot Gobardhan (P),Rdir_2011_19_WEST_BENGAL.xls,314214,19,344,02450,337945,WEST BENGAL,Paschim Medinipur,Daspur - II,Jot Gobardhan (P),Jot Gobardhan (P),JOT GOBARDHAN P,VILLAGE,False,False,False,False,False,"Jot Gobardhan (P), Daspur - II, Paschim Medinipur, WEST BENGAL, India",,0.17,2,True,False
19,WEST BENGAL,345,Purba Medinipur,2470.0,Panskura ,344378,Narayan Pakuria (Part),Rdir_2011_19_WEST_BENGAL.xls,320639,19,345,02470,344378,WEST BENGAL,Purba Medinipur,Panskura,Narayan Pakuria (Part),Narayan Pakuria,NARAYAN PAKURIA,VILLAGE,False,True,False,False,False,"Narayan Pakuria, Panskura, Purba Medinipur, WEST BENGAL, India",PART,5.22,2,True,True
19,WEST BENGAL,345,Purba Medinipur,2471.0,Kolaghat,344378,Narayan Pakuria (Part),Rdir_2011_19_WEST_BENGAL.xls,320670,19,345,02471,344378,WEST BENGAL,Purba Medinipur,Kolaghat,Narayan Pakuria (Part),Narayan Pakuria,NARAYAN PAKURIA,VILLAGE,False,True,False,False,False,"Narayan Pakuria, Kolaghat, Purba Medinipur, WEST BENGAL, India",PART,5.22,2,True,False
19,WEST BENGAL,345,Purba Medinipur,2474.0,Nanda Kumar,344660,Saorabere Jalpai (P),Rdir_2011_19_WEST_BENGAL.xls,320955,19,345,02474,344660,WEST BENGAL,Purba Medinipur,Nanda Kumar,Saorabere Jalpai (P),Saorabere Jalpai (P),SAORABERE JALPAI P,VILLAGE,False,False,False,False,False,"Saorabere Jalpai (P), Nanda Kumar, Purba Medinipur, WEST BENGAL, India",,0.2,2,True,True
19,WEST BENGAL,345,Purba Medinipur,2476.0,Moyna,344660,Saorabere Jalpai (P),Rdir_2011_19_WEST_BENGAL.xls,321125,19,345,02476,344660,WEST BENGAL,Purba Medinipur,Moyna,Saorabere Jalpai (P),Saorabere Jalpai (P),SAORABERE JALPAI P,VILLAGE,False,False,False,False,False,"Saorabere Jalpai (P), Moyna, Purba Medinipur, WEST BENGAL, India",,0.2,2,True,False
19,WEST BENGAL,345,Purba Medinipur,2474.0,Nanda Kumar,344751,Terapara Jalpai (P),Rdir_2011_19_WEST_BENGAL.xls,321046,19,345,02474,344751,WEST BENGAL,Purba Medinipur,Nanda Kumar,Terapara Jalpai (P),Terapara Jalpai (P),TERAPARA JALPAI P,VILLAGE,False,False,False,False,False,"Terapara Jalpai (P), Nanda Kumar, Purba Medinipur, WEST BENGAL, India",,0.19,2,True,True
19,WEST BENGAL,345,Purba Medinipur,2475.0,Mahisadal,344751,Terapara Jalpai (P),Rdir_2011_19_WEST_BENGAL.xls,321048,19,345,02475,344751,WEST BENGAL,Purba Medinipur,Mahisadal,Terapara Jalpai (P),Terapara Jalpai (P),TERAPARA JALPAI P,VILLAGE,False,False,False,False,False,"Terapara Jalpai (P), Mahisadal, Purba Medinipur, WEST BENGAL, India",,0.19,2,True,False
19,WEST BENGAL,345,Purba Medinipur,2489.0,Deshopran,346309,Kurkraul (P),Rdir_2011_19_WEST_BENGAL.xls,322621,19,345,02489,346309,WEST BENGAL,Purba Medinipur,Deshopran,Kurkraul (P),Kurkraul (P),KURKRAUL P,VILLAGE,False,False,False,False,False,"Kurkraul (P), Deshopran, Purba Medinipur, WEST BENGAL, India",,0.12,2,True,True
19,WEST BENGAL,345,Purba Medinipur,2490.0,Contai - III,346309,Kurkraul (P),Rdir_2011_19_WEST_BENGAL.xls,322745,19,345,02490,346309,WEST BENGAL,Purba Medinipur,Contai - III,Kurkraul (P),Kurkraul (P),KURKRAUL P,VILLAGE,False,False,False,False,False,"Kurkraul (P), Contai - III, Purba Medinipur, WEST BENGAL, India",,0.12,2,True,False
21,ODISHA,372,Sambalpur,2799.0,Sambalpur (M),382595,Dhankauda (OG) (Ward 30),Rdir_2011_21_ODISHA.xls,359267,21,372,02799,382595,ODISHA,Sambalpur,Sambalpur (M),Dhankauda (OG) (Ward 30),Dhankauda (Ward 30),DHANKAUDA WARD 30,VILLAGE,True,False,False,False,False,"Dhankauda (Ward 30), Sambalpur (M), Sambalpur, ODISHA, India",OG,10.24,2,True,True
21,ODISHA,372,Sambalpur,2799.0,Sambalpur (M),382595,Dhankauda (OG) (Ward 31),Rdir_2011_21_ODISHA.xls,359268,21,372,02799,382595,ODISHA,Sambalpur,Sambalpur (M),Dhankauda (OG) (Ward 31),Dhankauda (Ward 31),DHANKAUDA WARD 31,VILLAGE,True,False,False,False,False,"Dhankauda (Ward 31), Sambalpur (M), Sambalpur, ODISHA, India",OG,10.24,2,True,False
21,ODISHA,374,Sundargarh,2832.0,Raurkela (M),385245,Kulunga Industrial Estate & Other Colony Area (OG) (Ward 34),Rdir_2011_21_ODISHA.xls,361952,21,374,02832,385245,ODISHA,Sundargarh,Raurkela (M),Kulunga Industrial Estate & Other Colony Area (OG) (Ward 34),Kulunga Industrial Estate & Other Colony Area (Ward 34),KULUNGA INDUSTRIAL ESTATE OTHER COLONY AREA WARD 34,VILLAGE,True,False,False,False,False,"Kulunga Industrial Estate & Other Colony Area (Ward 34), Raurkela (M), Sundargarh, ODISHA, India",OG,10.6,8,True,True
21,ODISHA,374,Sundargarh,2832.0,Raurkela (M),385245,Kulunga Industrial Estate & Other Colony Area (OG) (Ward 35),Rdir_2011_21_ODISHA.xls,361953,21,374,02832,385245,ODISHA,Sundargarh,Raurkela (M),Kulunga Industrial Estate & Other Colony Area (OG) (Ward 35),Kulunga Industrial Estate & Other Colony Area (Ward 35),KULUNGA INDUSTRIAL ESTATE OTHER COLONY AREA WARD 35,VILLAGE,True,False,False,False,False,"Kulunga Industrial Estate & Other Colony Area (Ward 35), Raurkela (M), Sundargarh, ODISHA, India",OG,10.6,8,True,False
21,ODISHA,374,Sundargarh,2832.0,Raurkela (M),385245,Kulunga Industrial Estate & Other Colony Area (OG) (Ward 36),Rdir_2011_21_ODISHA.xls,361954,21,374,02832,385245,ODISHA,Sundargarh,Raurkela (M),Kulunga Industrial Estate & Other Colony Area (OG) (Ward 36),Kulunga Industrial Estate & Other Colony Area (Ward 36),KULUNGA INDUSTRIAL ESTATE OTHER COLONY AREA WARD 36,VILLAGE,True,False,False,False,False,"Kulunga Industrial Estate & Other Colony Area (Ward 36), Raurkela (M), Sundargarh, ODISHA, India",OG,10.6,8,True,False
21,ODISHA,374,Sundargarh,2832.0,Raurkela (M),385245,Kulunga Industrial Estate & Other Colony Area (OG) (Ward 37),Rdir_2011_21_ODISHA.xls,361955,21,374,02832,385245,ODISHA,Sundargarh,Raurkela (M),Kulunga Industrial Estate & Other Colony Area (OG) (Ward 37),Kulunga Industrial Estate & Other Colony Area (Ward 37),KULUNGA INDUSTRIAL ESTATE OTHER COLONY AREA WARD 37,VILLAGE,True,False,False,False,False,"Kulunga Industrial Estate & Other Colony Area (Ward 37), Raurkela (M), Sundargarh, ODISHA, India",OG,10.6,8,True,False
21,ODISHA,374,Sundargarh,2832.0,Raurkela (M),385245,Kulunga Industrial Estate & Other Colony Area (OG) (Ward 38),Rdir_2011_21_ODISHA.xls,361956,21,374,02832,385245,ODISHA,Sundargarh,Raurkela (M),Kulunga Industrial Estate & Other Colony Area (OG) (Ward 38),Kulunga Industrial Estate & Other Colony Area (Ward 38),KULUNGA INDUSTRIAL ESTATE OTHER COLONY AREA WARD 38,VILLAGE,True,False,False,False,False,"Kulunga Industrial Estate & Other Colony Area (Ward 38), Raurkela (M), Sundargarh, ODISHA, India",OG,10.6,8,True,False
21,ODISHA,374,Sundargarh,2832.0,Raurkela (M),385245,Kulunga Industrial Estate & Other Colony Area (OG) (Ward 39),Rdir_2011_21_ODISHA.xls,361957,21,374,02832,385245,ODISHA,Sundargarh,Raurkela (M),Kulunga Industrial Estate & Other Colony Area (OG) (Ward 39),Kulunga Industrial Estate & Other Colony Area (Ward 39),KULUNGA INDUSTRIAL ESTATE OTHER COLONY AREA WARD 39,VILLAGE,True,False,False,False,False,"Kulunga Industrial Estate & Other Colony Area (Ward 39), Raurkela (M), Sundargarh, ODISHA, India",OG,10.6,8,True,False
